Zeit,Teilnehmer,What is your experience?,What is your gender?,Do you feel represented in the community?,"How do you feel, how could the community improve?",Where are you from?,How old are you?,What is your / your families income?,Do you have a special brain?,Why did you start using Linux?,What do you use your PC for?,Do you contribute to the linux ecosystem?,Do you use multiple Linux systems?,Do you use other Operating Systems?,Why do you use other Operating Systems?,Multiple Linux Systems just for testing or daily driving?,What are the most important benefits of Linux Distributions?,Does your hardware meet Windows 11 requirements?,Do you use disk encryption?,Why do you use disk encryption?,Where does the distro you use originate from?,What origin was your FIRST distro from?,Why did you switch from NixOS?,Why did you switch from OpenSUSE?,Why did you switch from Arch?,Why did you switch from Fedora?,Why did you switch from Debian?,Why did you switch from Ubuntu?,Do you use a smaller Distribution?,Why do you use that distribution?,Do you modify your install in these areas?,What kind of device do you use?,"Does your device have official Linux support / come from a ""Linux hardware company""?",Does your device support Linux without issues anyways?,Is the Firmware / BIOS / UEFI on your PC open source?,Did you buy your device with opensource Firmware?,What Firmware do you use?,What release model?,Are you having problems with that?,Do you plan to switch to a different release type?,"Desktop, Window manager, Terminal?",Why do you use a Window Manager?,Why do you use a smaller Desktop?,Why do you use GNOME?,Did you switch from KDE?,Why do you use KDE?,Did you switch from GNOME?,Why did you switch from KDE?,Why did you switch from GNOME?,Tiling or Floating?,Do you use virtual Desktops?,Do you use Wayland or X11,Can you switch to Wayland?,Have you considered switching to a Wayland alternative?,Will you switch to Wayland in the next year?,How do you get your apps?,"Do you use an ""immutable"" Distribution?","Why don't you use an ""immutable"" distribution?",Do you use proprietary software?,Why do you use Flatpaks?,What problems with Flatpaks do you face?,Why dont you use Flatpak?,Do you use non-Flatpak proprietary Software?,Do you want more proprietary software as Flatpaks?,How did you like this survey?,Anything to add?
2024-06-15T12:10:05.455Z,Gast,admin: paid,male,,,Europe,31-40,slightly above average,"yes, ADHD","Windows annoyed me,it is better for my tasks,it has better software","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),software development",I donate to projects,"yes, both","yes, Android",the OS works better,daily driving,"Free as in freedom (no restriction of use),customizability, fun,efficient workflows,low hardware requirements",yes,"yes, with a password","school/uni/work requirement,general security","Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,packages were too old,,no,,"additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),other quality of life changes","Desktop PC,Laptop,Phone",no,only minor issues,no,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,not sure if something else is better,Window manager / Compositor,"efficient workflow,lightweight,no bloat",,,,,,,,"Tiling, manual",No,Wayland,,,,"native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...)",no,happy on my current one,"yes, I use whatever works",,,I prefer distro packages,,,cool!,
2024-06-15T12:17:24.498Z,Gast,"3+ years Linux user,programmer (not systems related, like Web or Apps),programmer (systems related, Linux utilities, libraries),used a few different distros,giving tech support to people",male,,,Europe,31-40,far above average,probably no,"job requirement,it is better for my tasks,it has better software,it is more secure","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),audio production,video production,software development,learning,storing videos, pictures, ...,playing around with the OS,other digital art","I donate to projects,contributing code,help people I know","yes, both","yes, Android,no, just Linux",,mainly for testing,"Free: no money costs,Free as in freedom (no restriction of use),customizability, fun,low hardware requirements",dont know,no,other,"Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, Tails, EndlessOS, ElementaryOS, ...)",Slackware,,,,,,,yes,Ease of use / better presets,,"Desktop PC,Laptop,Phone",no,only minor issues,no,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",no,not sure if something else is better,"Smaller Desktop (Cinnamon (Linux Mint), XFCE, LXQt/LXDE, Mate, COSMIC, ...)",,it is lightweight,,,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,X11,,,"no, I stay on X11","native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),native packages without a repo (manually downloaded .deb files etc),Flatpak,Snap,Appimage,.tar archives, .run commands, binaries from the internet",no,"happy on my current one,I dont need the stability","yes, I use whatever works",they work well,"sandboxing breaks some apps,storage space,theming",,yes,no,cool!,
2024-06-15T12:44:03.855Z,Gast,"3+ years Linux user,used a few different distros,giving tech support to people,admin: paid",male,,,USA+Canada,31-40,slightly above average,"yes, ADHD,yes, other","Windows annoyed me,because it is free (as in money),because of privacy reasons,I like to tweak my system,it is better for my tasks,it has better software,it is more secure","web browsing,online media comsumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),storing videos, pictures, ...,playing around with the OS,being anonymous online",not yet,"yes, both","yes, Windows",School/Work/Uni requirement,daily driving,"Free as in freedom (no restriction of use),Privacy,customizability, fun",yes,no,,"Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)","Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)",,,,,,,yes,Ease of use / better presets,,"Desktop PC,Laptop",no,only minor issues,no idea,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,no,"Smaller Desktop (Cinnamon (Linux Mint), XFCE, LXQt/LXDE, Mate, COSMIC, ...)",,"I find it easy to use,other",,,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,"dont know, too lazy to check",,,,"native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Flatpak,Snap",no,happy on my current one,"yes, I use whatever works","nice store, easy to find",,,I dont know,no,cool!,I use arch btw
2024-06-15T12:47:49.154Z,Gast,"know the major terminal tools,used a few different distros,giving tech support to people,admin: unpaid (local group, school, ...)",male,,,Europe,16-20,above average,"yes, ADHD","Found it online,Windows annoyed me,because it is free (as in money),because of privacy reasons,I like to tweak my system,I was bored (with the other OS),it is better for my tasks,it has better software,it is more secure,I need disk encryption","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,software development,learning,storing videos, pictures, ...,playing around with the OS,being anonymous online,storing important information,3D modelling","forum support,help make it more popular,help people I know","yes, both","yes, Android",other,daily driving,"Free: no money costs,Free as in freedom (no restriction of use),Privacy,modularity of software components",yes,"yes, with a password","privacy reasons,I have a high threat model,general security","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,"It was unstable,Snaps are bad,privacy concerns,I dont like their theme,other",no,,"adding additional repositories,theming,security optimization,privacy optimizations,other quality of life changes","Desktop PC,Laptop,other",yes,,no,,,"Stable: versioned, backported security patches, no feature upgrades in between (Debian, RHEL, OpenSUSE Leap)",no,not sure if something else is better,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"customization,app integration,poweruser features",yes,,"I like KDE better,prefer the UI","Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),native packages without a repo (manually downloaded .deb files etc),Flatpak","yes, Android,yes, other",,no,"security through sandboxing,more stable system,they work well","missing software,sandboxing breaks some apps,missing modularity in hardening",,yes,yes,"cool!,technical issues with the questions",Question 58 needs to have a option for those who only use it when opensource options don't exist.
2024-06-15T13:06:32.464Z,Gast,"know the major terminal tools,programmer (not systems related, like Web or Apps),used a few different distros",rather not say,,,USA+Canada,21-26,above average,,Windows annoyed me,"web browsing,online media comsumption,offline media consumption,mail, messaging,gaming: windows games (Steam, WINE, Proton),software development,storing videos, pictures, ...,playing around with the OS",not yet,"yes, both","yes, Windows",Gaming,daily driving,"Free: no money costs,Free as in freedom (no restriction of use),customizability, fun",dont know,no,,"Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,,,no,,adding additional repositories,"Desktop PC,Laptop",yes,,no,,,what?,,,"GNOME (default on Ubuntu, Fedora, ...)",,,"main desktop of the distro,best supported,I like it",no,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,X11,"yes, but not all Software works,yes, but I wait until my disteo does it",,,"native packages (deb, rpm) (main repo),native packages without a repo (manually downloaded .deb files etc),Flatpak,.tar archives, .run commands, binaries from the internet",no,"I dont need the stability,I tried it and it had issues","yes, I use whatever works","preinstalled on my Distro,security through sandboxing,they work well",sandboxing breaks some apps,,I dont know,yes,,
2024-06-15T13:08:48.459Z,Gast,"Beginner,know the major terminal tools,giving tech support to people",male,,,Europe,16-20,average,probably no,"Windows annoyed me,because of privacy reasons,I like to tweak my system","web browsing,online media comsumption,mail, messaging,gaming: linux games,gaming: windows games (Steam, WINE, Proton),video production,learning,storing videos, pictures, ...,playing around with the OS,storing important information","not yet,help people I know",no,"yes, Android,yes, Windows",other,,"Free as in freedom (no restriction of use),Privacy,customizability, fun,low hardware requirements",yes,no,,"Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, Tails, EndlessOS, ElementaryOS, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,,no,,"adding additional repositories,theming,other quality of life changes","Desktop PC,Phone",no,"yes, no issues",no,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",no,no,"Smaller Desktop (Cinnamon (Linux Mint), XFCE, LXQt/LXDE, Mate, COSMIC, ...)",,"I find it easy to use,it is the default on my distro (like Linux Mint),it is lightweight",,,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,X11,,,"no, I stay on X11","native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),native packages without a repo (manually downloaded .deb files etc),Flatpak","yes, Android",,"yes, I need it",officially maintained (verified),"issues with desktop integration,other",,yes,no,cool!,nah
2024-06-15T13:19:24.221Z,Gast,"Beginner,programmer (not systems related, like Web or Apps),used a few different distros",male,,,Europe,21-26,above average,undiagnosed,"Found it online,Windows annoyed me,because of privacy reasons,I like to tweak my system","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,learning,storing videos, pictures, ...,playing around with the OS,being anonymous online","not yet,I donate to projects","yes, both","yes, Android,yes, macOS,yes, Windows","Gaming,development,other recreational / hobby software,the OS works better",other,"Free as in freedom (no restriction of use),Privacy,customizability, fun,modularity of software components",no,"yes, with a password","privacy reasons,general security","Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,Snaps are bad,yes,"Ease of use / better presets,optimized for gaming",,"Desktop PC,Laptop",no,only minor issues,no idea,,,"Semi rolling: versions, updates in between (Fedora)",no,not sure if something else is better,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"needed features (like gaming),it is the default on my distro",yes,,default on my distro,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,Flatpak,"yes, Fedora Atomic / uBlue, Bazzite, Bluefin, coreOS, IOT, ...",,"yes, I need it","preinstalled on my Distro,nice store, easy to find,they are the recommended way","sandboxing breaks some apps,issues with desktop integration,theming",,no,yes,cool!,
2024-06-15T13:33:30.340Z,Gast,"Beginner,distrohopped a lot (over 5 times)",female,yes,"Develop a ""casual"" Linux Community.",Europe,31-40,average,"yes, Autism","Found it online,Windows annoyed me","web browsing,online media comsumption,offline media consumption,mail, messaging,gaming: linux games,gaming: windows games (Steam, WINE, Proton),video production,other digital art","help make it more popular,help people I know","yes, multiple Linux Desktops","yes, Android",other,daily driving,"Free: no money costs,Free as in freedom (no restriction of use),Privacy,low hardware requirements",no,what?,other,"Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, Tails, EndlessOS, ElementaryOS, ...)","Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)",,,,Software support,,,not a Distro but a variant / respin,Ease of use / better presets,,"Desktop PC,Laptop",no,only minor issues,no idea,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",no,"yes, but dont want to switch","KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"traditional UI,customization,beginner friendly",no,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,X11,"no, I dont want to bother",,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Flatpak,Snap,Appimage","yes, Android",,"yes, I use whatever works","nice store, easy to find,they work well",storage space,,yes,yes,technical issues with the questions,
2024-06-15T13:35:40.066Z,Gast,"programmer (not systems related, like Web or Apps),used a few different distros,giving tech support to people",male,,,Europe,21-26,below average,"what?,undiagnosed","Found it online,Windows annoyed me,because of privacy reasons","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,software development,learning,storing videos, pictures, ...,playing around with the OS,being anonymous online","I donate to projects,help with translations",no,"yes, Android,yes, Windows",Company policy etc (I need to use this OS),daily driving,"Free as in freedom (no restriction of use),Privacy,Security against bad software / viruses,customizability, fun",yes,"yes, with a password",general security,"Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,,,no,,"adding additional repositories,privacy optimizations","Desktop PC,Laptop,Phone",no,"yes, no issues",no,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",no,no,"Smaller Desktop (Cinnamon (Linux Mint), XFCE, LXQt/LXDE, Mate, COSMIC, ...)",,it is the default on my distro (like Linux Mint),,,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,Wayland,,,,"native packages (deb, rpm) (main repo),Flatpak","yes, SteamOS",,"yes, I use whatever works","nice store, easy to find,security through sandboxing,more stable system",missing software,,yes,yes,cool!,
2024-06-15T13:40:47.159Z,Gast,"3+ years Linux user,programmer (not systems related, like Web or Apps),used many different distros,distrohopped a lot (over 5 times),admin: unpaid (local group, school, ...)",male,,,USA+Canada,27-30,,,I was bored (with the other OS),"web browsing,online media comsumption,gaming: linux games,gaming: windows games (Steam, WINE, Proton),software development,storing videos, pictures, ...,storing important information",,"yes, both","yes, Android",the OS works better,daily driving,"Free: no money costs,Free as in freedom (no restriction of use),Privacy,modularity of software components",dont know,"yes, both",general security,"Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,other,no,,media support (codecs),"Desktop PC,Laptop,Tablet,Phone,other",no,"yes, no issues",no,,,"Semi rolling: versions, updates in between (Fedora)",no,no,Window manager / Compositor,functionality,,,,,,,,"Tiling, manual",No,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Flatpak,Distrobox / Toolbox","yes, Fedora Atomic / uBlue, Bazzite, Bluefin, coreOS, IOT, ...,yes, SteamOS",,"yes, I need it","security through sandboxing,they work well,they are the recommended way",other,,yes,no,other,"questions don't take into account that a user might use several distros daily for different reasons.  some surveys would spawn sub-questions for each distro used.  also, your question about why I would switch from my original distro doesn't account for the passage of time.  when I left ubuntu, snaps didn't exist, and it was the unity interface that everyone was complaining about."
